week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2010-01-03,32,1663895,146.74,1421,8,2010,January,1,0
2016-02-14,38,920024,126.76,1026,8,2016,February,0,0
2015-02-08,37,359163,74.07,1174,8,2015,February,0,0
2013-01-20,34,823113,107.68,1228,8,2013,January,0,0
2015-11-22,26,410018,81.02,1057,8,2015,November,1,0
2018-07-15,7,1094463.5,125.79,1047,8,2018,July,0,0
2015-03-22,43,329002,56.06,1001,5,2015,March,0,0
2016-05-08,50,619968.8,86.85,1008,8,2016,May,0,0
2018-12-09,28,2945976,274.45,1321,8,2018,December,0,0
2015-08-09,11,1422088,117.09,1634,8,2015,August,0,0
2018-12-30,31,1994386,201.43,1225,8,2018,December,1,0
2012-11-18,25,379776,73.29,1045,8,2012,November,0,0
2011-04-17,47,182528,62.85,790,8,2011,April,0,0
2014-03-02,40,577290,96.44,1036,8,2014,March,0,0
2016-11-20,26,2454656,228.3,1321,8,2016,November,1,0
2015-11-29,27,724240,132.47,740,8,2015,November,1,0
2014-12-28,31,2885371,188.51,1700,9,2014,December,1,0
2012-06-24,4,656610,100.52,975,8,2012,June,1,1
2011-07-31,9,319689,56.33,997,8,2011,July,0,0
2013-04-07,45,240040,49.2,1039,8,2013,April,0,0
2018-05-13,51,2411032.5,508.66,948,5,2018,May,0,0
2013-02-17,38,302778,59.81,740,8,2013,February,0,0
2014-10-26,22,1262059,117.97,1424,8,2014,October,0,0
2015-07-05,6,2143344,157.56,1700,8,2015,July,0,0
2012-08-12,11,641423,94.69,975,8,2012,August,0,0
2016-11-06,24,1282500,134.04,1178,8,2016,November,0,0
2018-11-18,25,873924,127.28,1004,8,2018,November,0,0
2010-07-04,6,257274,60.58,589,8,2010,July,0,0
2012-01-08,32,1850216,130.32,1809,8,2012,January,1,0
2011-11-06,23,828861,100.7,1612,8,2011,November,0,0
2019-04-21,47,462612,100.5,583,8,2019,April,0,0
2019-03-24,43,645420,90.22,1026,8,2019,March,0,0
2010-05-30,1,134885,42.18,650,8,2010,May,0,0
2012-03-04,40,250244,56.16,727,8,2012,March,0,0
2010-11-14,25,302309,67.51,1007,8,2010,November,0,0
2018-08-05,10,1640842.1,205.28,984,8,2018,August,0,0
2019-12-22,30,1591398.3,118.97,1727,8,2019,December,0,0
2017-06-04,2,452694,76.82,775,8,2017,June,0,1
2012-02-05,36,206142,56.35,727,8,2012,February,0,0
2010-01-31,36,905001,122.96,931,8,2010,January,0,0
2011-12-18,29,1762301,129.16,1809,8,2011,December,0,0
2010-05-30,1,1002741,114.32,1079,8,2010,May,0,0
2019-12-01,27,1228894.6,150.27,1225,8,2019,December,1,0
2016-06-12,3,408920.5,92.52,735,6,2016,June,0,1
2018-08-12,11,286828.75,62,963,8,2018,August,0,0
2010-06-20,4,950296,130.5,931,8,2010,June,1,1
2019-11-17,25,768232.9,85.14,1605,8,2019,November,0,0
2016-08-07,11,723952.3,105.72,1026,8,2016,August,0,0
2018-04-15,47,1752038,138.98,1680,8,2018,April,0,0
2010-05-09,50,359725,66.96,1178,9,2010,May,0,0
2014-08-10,11,788538,73.94,1751,8,2014,August,0,0
2013-06-23,4,1180826,94,1930,8,2013,June,1,1
2011-03-20,43,698853,93.23,1071,8,2011,March,0,0
2010-12-19,30,914985,84.68,1797,8,2010,December,0,0
2012-05-20,51,688651,73.5,1470,8,2012,May,0,0
2016-04-17,47,681402,81.1,1504,8,2016,April,0,0
2015-11-01,23,287833,68.48,1026,8,2015,November,0,0
2014-02-02,36,508604,67.98,1751,8,2014,February,0,0
2013-08-11,11,384407,73.7,928,8,2013,August,0,0
2010-12-12,29,283836,60.62,772,8,2010,December,0,0
2017-06-25,5,504781.5,88.54,775,8,2017,June,1,1
2018-01-21,35,372200.44,128.48,1446,2,2018,January,0,0
2012-05-27,52,280502,61.74,650,8,2012,May,0,0
2018-07-01,5,1963807,130.15,1926,8,2018,July,1,0
2017-07-30,10,372305.15,70.66,854,8,2017,July,0,0
2015-11-22,26,525280,76.63,1057,8,2015,November,1,0
2017-08-06,11,1710232.52,213.86,984,8,2017,August,0,0
2014-03-30,44,1638380,187.2,1066,8,2014,March,0,0
2016-12-25,31,539372.35,94.64,1080,7,2016,December,1,0
2016-11-13,25,405005.6,81.65,707,8,2016,November,0,0
2015-01-04,32,1069102,167.99,774,8,2015,January,1,0
2010-07-25,9,239745,63.31,1058,8,2010,July,0,0
2019-10-20,21,1038151.5,80.01,1622,8,2019,October,0,0
2012-09-16,16,633465,81.41,1080,8,2012,September,0,0
2019-08-18,12,1177197.97,147.3,984,8,2019,August,0,0
2013-05-26,52,886127,108.81,1059,8,2013,May,0,0
2018-09-16,16,1148509.5,140.16,1069,8,2018,September,0,0
2011-04-03,45,393537,76.28,650,8,2011,April,0,0
2016-03-06,41,632839,74.13,1504,8,2016,March,0,0
2010-09-05,15,542621,80.08,1080,8,2010,September,1,0
2015-08-16,12,298798,57.26,1162,8,2015,August,0,0
2015-12-20,30,374462,60.01,1896,8,2015,December,0,0
2010-10-17,21,521228,71.55,1709,8,2010,October,0,0
2019-06-09,2,389760.97,80.8,891,8,2019,June,0,1
2016-05-22,52,1388430.66,158.79,1066,8,2016,May,0,0
2012-06-10,2,720055,80.5,1498,8,2012,June,0,1
2013-12-01,27,666512,109.28,1036,8,2013,December,1,0
2011-08-28,13,192912,80.95,583,5,2011,August,0,0
2012-08-12,11,474252,76.12,1038,8,2012,August,0,0
2016-07-17,8,415766.5,79.27,914,8,2016,July,0,0
2017-06-11,3,672459.7,86,1397,8,2017,June,0,1
2012-02-12,37,401948,78.57,1080,8,2012,February,0,0
2014-11-16,25,483280,86.25,1068,7,2014,November,0,0
2011-08-14,11,1886230,130.61,1809,8,2011,August,0,0
2013-02-24,39,972128,88.6,1708,8,2013,February,0,0
2011-12-18,29,1370920,156.64,1066,8,2011,December,0,0
2011-09-11,15,1253990,102.84,1809,8,2011,September,1,0
2018-04-15,47,230395.5,35.06,1004,6,2018,April,0,0
2016-08-21,13,1051178.9,101.52,1495,8,2016,August,0,0
2012-03-11,41,1500713,171.47,1066,8,2012,March,0,0
2014-07-20,8,1542832,111.95,1723,8,2014,July,0,0
2012-04-01,44,750241,83.41,1424,8,2012,April,0,0
2010-10-31,23,376082,83.06,1057,8,2010,October,0,0
2016-06-12,3,387766.63,74.1,802,8,2016,June,0,1
2019-10-06,19,1363952,184.07,918,8,2019,October,0,0
2012-05-06,49,454918,82.44,1026,8,2012,May,0,0
2013-08-18,12,316572,59.41,1683,8,2013,August,0,0
2013-07-14,7,1304956,97.5,1930,8,2013,July,0,0
2014-12-07,28,873863,155.71,696,8,2014,December,0,0
2012-08-19,12,744376,99.48,1439,8,2012,August,0,0
2013-09-08,15,785299,93.21,1228,8,2013,September,1,0
2016-04-03,45,1066513.9,104.77,1626,8,2016,April,0,0
2010-01-17,34,960539,128.33,931,8,2010,January,0,0
2010-05-23,52,236859,51.47,740,8,2010,May,0,0
2019-10-27,22,948568.1,77.45,1684,8,2019,October,0,0
2011-07-03,5,1753577,130.69,1677,8,2011,July,1,0
2014-12-07,28,483252,75.06,1303,8,2014,December,0,0
2012-10-14,20,777553,68.67,1797,8,2012,October,0,0
2017-07-23,9,1452591,126.49,1424,8,2017,July,0,0
2013-04-14,46,750520,83.09,1498,8,2013,April,0,0
2018-06-10,2,1923023,125.27,1926,8,2018,June,0,1
2014-09-21,17,868591,104.65,1228,8,2014,September,0,0
2011-01-16,34,729246,79.4,1470,8,2011,January,0,0
2012-03-11,41,938081,101.95,1228,8,2012,March,0,0
2015-09-06,15,595598,93.41,1228,8,2015,September,1,0
2018-04-22,48,1272136,98.04,1622,2,2018,April,0,0
2012-03-25,43,700538,82.25,1424,8,2012,March,0,0
2017-03-19,43,877058.43,104.55,1046,8,2017,March,0,0
2017-09-24,18,297080.5,56.01,854,8,2017,September,0,0
2015-03-29,44,335976,67.45,1001,8,2015,March,0,0
2019-12-08,28,1710068.13,154.21,1424,8,2019,December,0,0
2013-09-15,16,716290,80.61,1498,8,2013,September,0,0
2013-06-16,3,1951428,143.61,1700,8,2013,June,0,1
2014-12-07,28,373834,93.23,583,8,2014,December,0,0
2019-11-24,26,716752.5,87.72,1605,8,2019,November,1,0
2013-07-28,9,790372,97.18,1059,8,2013,July,0,0
2014-05-18,51,1123088,104.98,1409,8,2014,May,0,0
2011-02-13,38,981264,104.76,1228,8,2011,February,0,0
2016-02-28,40,634621.63,94.06,1424,8,2016,February,0,0
2017-05-21,52,1200043.48,132.16,1138,8,2017,May,0,0
2015-06-21,4,1947674,127.04,1926,8,2015,June,1,1
2017-12-03,28,778991,93.76,1375,8,2017,December,0,0
2013-07-28,9,1612845,140.49,1424,8,2013,July,0,0
2013-10-20,21,894941,88.93,1498,8,2013,October,0,0
2010-01-10,33,464026,87.98,1058,8,2010,January,0,0
2015-06-28,5,1222133,101.88,1504,8,2015,June,1,1
2012-07-29,9,1044016,107.23,1195,8,2012,July,0,0
2010-01-03,32,759048,82.29,1615,7,2010,January,1,0
2013-05-12,50,865144,137.96,777,8,2013,May,0,0
2018-10-28,22,401933.5,87.07,696,8,2018,October,0,0
2010-04-25,48,827589,77.31,1498,8,2010,April,0,0
2018-11-11,24,191063.6,46.31,643,8,2018,November,0,0
2016-05-22,52,661166.5,86.27,1051,8,2016,May,0,0
2019-09-08,15,1421018.14,127.01,1424,8,2019,September,1,0
2013-11-24,26,453940,62.85,1411,8,2013,November,1,0
2011-11-06,23,957153,114.08,1069,8,2011,November,0,0
2013-09-22,17,1743149,129.43,1700,8,2013,September,0,0
2019-02-24,39,1609708,121.31,1807,8,2019,February,0,0
2018-08-26,13,716157.58,89.56,1523,8,2018,August,0,0
2018-11-18,25,379458.5,85.06,696,8,2018,November,0,0
2010-10-31,23,602619,69.93,1797,8,2010,October,0,0
2017-05-21,52,335673.5,53.1,993,8,2017,May,0,0
2014-10-12,20,769927,97.14,1018,8,2014,October,0,0
2013-01-20,34,502373,78.46,1080,8,2013,January,0,0
2013-12-08,28,1741845,153.28,1424,8,2013,December,0,0
2019-06-02,1,601385.7,86.22,1080,8,2019,June,0,1
2010-02-14,38,282052,55.63,740,8,2010,February,0,0
2018-07-08,6,1625795.68,203.35,984,8,2018,July,0,0
2019-10-06,19,967974.1,81.11,1684,8,2019,October,0,0
2012-12-23,30,1233926,116.99,1424,9,2012,December,0,0
2011-06-26,4,892334,83.32,1498,8,2011,June,1,1
2015-08-09,11,905672,96.59,1424,8,2015,August,0,0
2016-06-19,4,505542,79.3,950,8,2016,June,1,1
2011-11-20,25,698776,103.31,1612,8,2011,November,0,0
2014-12-07,28,1065120,112.43,1507,8,2014,December,0,0
2011-12-25,30,1038045,92.58,1605,8,2011,December,0,0
2013-12-01,27,407074,103.79,583,8,2013,December,1,0
2012-02-12,37,1349837,110.03,1677,8,2012,February,0,0
2012-12-30,31,1558922,131.67,1515,8,2012,December,1,0
2011-05-15,51,880010,86.67,1421,8,2011,May,0,0
2011-06-05,1,814648,73.74,1797,8,2011,June,0,1
2015-05-10,50,630653,108.55,1383,8,2015,May,0,0
2017-11-26,27,1148907.6,137.66,1045,8,2017,November,1,0
2015-08-09,11,615641,92.87,1228,8,2015,August,0,0
2017-12-24,31,426713,89.07,1004,7,2017,December,1,0
2014-10-05,19,571079,81.03,1073,8,2014,October,0,0
2019-12-29,31,954054.4,141.17,848,9,2019,December,1,0
2010-10-03,19,581801,70.43,1697,8,2010,October,0,0
2018-07-08,6,1300772,152.71,1069,8,2018,July,0,0
2014-06-01,1,511901,82.76,1080,8,2014,June,0,1
2017-05-07,50,839286.98,115.43,1026,8,2017,May,0,0
2010-09-19,17,606204,90.75,931,8,2010,September,0,0
2012-07-08,6,1690296,118.83,1930,8,2012,July,0,0
2015-06-14,3,1058673,92.49,1432,8,2015,June,0,1
2013-11-10,24,406067,92.88,583,8,2013,November,0,0
2015-09-20,17,720900,121.1,740,8,2015,September,0,0
2014-12-28,31,434148,78.51,740,8,2014,December,1,0
2013-12-15,29,1865333,213.13,1066,8,2013,December,0,0
2011-12-11,28,901872,80.31,1797,8,2011,December,0,0
2011-11-13,24,745619,72.5,1755,8,2011,November,0,0
2010-11-14,25,836660,84.85,1498,8,2010,November,0,0
2010-05-09,50,800356,115.03,931,8,2010,May,0,0
2015-04-26,48,1182215,135.57,1073,8,2015,April,0,0
2011-03-20,43,1057164,76.8,1797,8,2011,March,0,0
2017-06-04,2,1495237,111.12,1727,8,2017,June,0,1
2010-09-12,16,825154,92.07,1747,8,2010,September,0,0
2010-01-03,32,1374875,115.78,1615,8,2010,January,1,0
2014-06-08,2,940550,117.78,1422,8,2014,June,0,1
2010-06-27,5,844768,83.59,1498,8,2010,June,1,1
2019-04-07,45,656861.8,84.95,998,8,2019,April,0,0
2017-11-26,27,2468174.59,211.68,1446,8,2017,November,1,0
2016-10-02,19,656070.69,92.2,1051,8,2016,October,0,0
2014-01-26,35,509628,93.65,778,8,2014,January,0,0
2014-02-16,38,717058,114.24,990,8,2014,February,0,0
2014-05-18,51,656020,90.35,907,8,2014,May,0,0
2015-07-05,6,971851,87.36,1605,8,2015,July,0,0
2019-04-28,48,327495.1,71.16,637,7,2019,April,0,0
2015-05-31,1,782580,123.49,802,8,2015,May,0,0
2019-05-12,50,1881374,186.55,1495,7,2019,May,0,0
2019-12-29,31,1277011.74,142.14,1125,8,2019,December,1,0
2010-08-29,14,285421,59.12,772,8,2010,August,0,0
2014-06-01,1,1804729,123.02,1898,8,2014,June,0,1
2011-05-01,49,881950,103.13,1069,8,2011,May,0,0
2014-05-04,49,927814,103.92,1311,8,2014,May,0,0
2011-10-09,19,753600,76.92,1689,8,2011,October,0,0
2015-10-04,19,286205,61.64,1162,8,2015,October,0,0
2015-08-30,14,977098,104.92,1170,8,2015,August,0,0
2015-11-29,27,363361,73.18,1019,8,2015,November,1,0
2015-07-05,6,475996,82.6,1007,7,2015,July,0,0
2010-06-06,2,685367,71.44,1697,8,2010,June,0,1
2013-06-09,2,1770507,135.83,1809,8,2013,June,0,1
2014-07-20,8,740711,88.63,1073,8,2014,July,0,0
2013-10-20,21,841498,86.75,1411,8,2013,October,0,0
2017-08-06,11,875613.93,97.95,1138,8,2017,August,0,0
2019-09-22,17,1017975,78.45,1622,8,2019,September,0,0
2016-09-18,17,951281.8,81.07,1605,8,2016,September,0,0
2010-06-06,2,612380,84.77,1709,8,2010,June,0,1
2011-09-04,14,1592469,118.65,1677,8,2011,September,0,0
2012-01-08,32,584711,79.73,1367,8,2012,January,1,0
2010-09-19,17,688861,74.99,1615,8,2010,September,0,0
2015-07-26,9,932929,99.22,1166,8,2015,July,0,0
2012-07-29,9,510278,94.13,1069,8,2012,July,0,0
2016-01-24,35,549932.8,96.53,1051,6,2016,January,0,0
2017-04-02,45,2814628,262.17,1321,8,2017,April,0,0
2014-06-01,1,964875,84.82,1605,8,2014,June,0,1
2018-10-21,21,683585.5,98.44,1470,8,2018,October,0,0
2013-08-18,12,1871050,134.8,1809,8,2013,August,0,0
2018-01-07,33,870141.9,99.62,1424,8,2018,January,0,0
2015-02-01,36,624100,89.76,1228,8,2015,February,0,0
2010-11-14,25,512909,85.74,1057,8,2010,November,0,0
2015-08-23,13,1986190,146.3,1696,8,2015,August,0,0
2014-10-19,21,544166,98.01,1007,6,2014,October,0,0
2015-10-11,20,997919,88.79,1605,8,2015,October,0,0
2014-02-09,37,624252,97.57,990,8,2014,February,0,0
2014-07-20,8,1314190,119.02,1424,8,2014,July,0,0
2018-08-19,12,697959.9,88.02,1143,8,2018,August,0,0
2010-10-31,23,206297,53.56,772,8,2010,October,0,0
2018-01-07,33,1926621,128.32,1926,8,2018,January,0,0
2010-08-15,12,1643356,122.44,1677,8,2010,August,0,0
2012-06-24,4,318238,78.99,990,8,2012,June,1,1
2012-07-29,9,1768619,119.06,1930,8,2012,July,0,0
2014-03-02,40,388472,75.78,907,8,2014,March,0,0
2013-07-21,8,285154,66.22,650,8,2013,July,0,0
2015-09-06,15,954727,105.79,1170,8,2015,September,1,0
2018-04-08,46,2390664,155.25,1926,8,2018,April,0,0
2014-12-07,28,755087,121.63,774,1,2014,December,0,0
2018-02-11,38,1724602,128.84,1696,8,2018,February,0,0
2019-04-28,48,1139910.25,123.76,1225,8,2019,April,0,0
2016-11-13,25,695668.83,95.22,1051,8,2016,November,0,0
2010-01-17,34,394536,68.79,772,8,2010,January,0,0
2012-09-02,14,1721417,128.27,1677,8,2012,September,0,0
2018-11-11,24,915800.41,69.02,1738,4,2018,November,0,0
2014-10-12,20,589427,85.07,990,8,2014,October,0,0
2018-12-23,30,2761271,203.63,1696,8,2018,December,0,0
2017-10-01,19,587490.25,78.46,1475,8,2017,October,0,0
2016-03-20,43,1934807,127.07,1926,8,2016,March,0,0
2018-12-30,31,706992.2,120.92,774,8,2018,December,1,0
2012-02-26,39,957197,78.85,1797,8,2012,February,0,0
2011-05-01,49,543114,75.94,941,8,2011,May,0,0
2015-11-22,26,523602,97.8,1228,8,2015,November,1,0
2015-11-08,24,811640,79.18,1432,9,2015,November,0,0
2018-12-09,28,1452633.8,108.72,1727,8,2018,December,0,0
2012-05-27,52,1506692,110.43,1930,8,2012,May,0,0
2010-07-04,6,515296,93.01,1611,8,2010,July,0,0
2013-07-14,7,421964,96.19,583,8,2013,July,0,0
2017-05-14,51,472464.9,94.19,650,8,2017,May,0,0
2010-11-28,27,127483,43.84,650,8,2010,November,1,0
2017-08-06,11,892806.8,85.11,1626,8,2017,August,0,0
2018-03-18,43,841739.8,88.9,1523,8,2018,March,0,0
2011-09-18,16,1291617,147.58,1068,8,2011,September,0,0
2011-11-06,23,697502,96.39,1065,8,2011,November,0,0
2012-10-21,21,854181,87.52,1498,8,2012,October,0,0
2017-04-02,45,288592.82,42.45,914,1,2017,April,0,0
2017-05-07,50,823511.85,95.44,1228,8,2017,May,0,0
2015-11-01,23,1243826,93.7,1727,8,2015,November,0,0
2013-07-21,8,683857,115.91,787,8,2013,July,0,0
2014-04-20,47,1027244,126.09,1026,8,2014,April,0,0
2015-12-06,28,754615,87.61,1605,8,2015,December,0,0
2017-06-25,5,1214305,142.34,1046,8,2017,June,1,1
2014-04-06,45,410334,67.88,872,1,2014,April,0,0
2015-06-14,3,274465,59.5,901,8,2015,June,0,1
2012-08-05,10,1633673,186.66,1066,8,2012,August,0,0
2017-05-14,51,804778.52,105.28,1044,8,2017,May,0,0
2019-10-06,19,761531.4,88.49,1225,8,2019,October,0,0
2019-12-08,28,1027468,179.13,961,6,2019,December,0,0
2014-05-11,50,783761,110.65,887,8,2014,May,0,0
2011-01-30,36,761963,74.4,1421,8,2011,January,0,0
2014-10-12,20,1806175,122.74,1913,8,2014,October,0,0
2011-05-29,53,837223,101.94,1026,8,2011,May,0,0
2014-04-13,46,964759,103.79,1311,8,2014,April,0,0
2019-04-07,45,2160102,159.83,1696,8,2019,April,0,0
2018-05-06,50,683990,90.91,1143,8,2018,May,0,0
2016-01-10,33,760653.7,80.78,1545,8,2016,January,0,0
2018-09-30,18,571549,74.77,1523,8,2018,September,0,0
2016-04-24,48,371241.36,71.48,1014,8,2016,April,0,0
2019-12-01,27,330992.5,63.02,1060,8,2019,December,1,0
2012-03-18,42,685129,78.61,1498,8,2012,March,0,0
2011-10-02,18,868161,89.7,1424,8,2011,October,0,0
2011-12-11,28,327173,75.84,989,8,2011,December,0,0
2015-05-24,52,638515,55.86,1874,8,2015,May,0,0
2017-03-26,44,3095696,287.86,1321,8,2017,March,0,0
2019-07-07,6,1202535.25,150.41,984,8,2019,July,0,0
2014-10-05,19,981415,95.28,1507,8,2014,October,0,0
2016-03-06,41,167916.2,42.05,650,8,2016,March,0,0
2019-01-20,34,2063774,159.05,1622,8,2019,January,0,0
2019-08-18,12,1075499.8,91.13,1605,8,2019,August,0,0
2010-08-29,14,437005,81.06,1214,8,2010,August,0,0
2017-12-24,31,2682893,197.98,1696,8,2017,December,1,0
2011-05-29,53,1033254,108.42,1228,8,2011,May,0,0
2016-02-07,37,1429695.5,98.21,1867,8,2016,February,0,0
2019-03-31,44,1012316.3,115.77,1143,8,2019,March,0,0
2014-09-07,15,803129,80.12,1432,8,2014,September,1,0
2011-11-27,26,2070196,138.37,1930,8,2011,November,1,0
2011-07-10,6,647425,85.11,1689,8,2011,July,0,0
2015-05-17,51,1017917,102.33,1424,8,2015,May,0,0
2018-07-22,8,1061435,127.7,1039,8,2018,July,0,0
2013-08-18,12,1329084,115.15,1432,8,2013,August,0,0
2016-08-14,12,1160693.9,102.34,1495,8,2016,August,0,0
2019-07-28,9,1108077.68,90.42,1605,8,2019,July,0,0
2018-11-04,23,421752,84.37,774,1,2018,November,0,0
2015-12-06,28,131588,66.32,583,8,2015,December,0,0
2015-01-04,32,583527,128.25,583,8,2015,January,1,0
2015-05-03,49,378471,69.38,1001,8,2015,May,0,0
2018-07-15,7,660475.92,86.2,1080,8,2018,July,0,0
2011-11-27,26,274260,70.13,1077,8,2011,November,1,0
2010-02-21,39,1190501,109.57,1421,8,2010,February,0,0
2011-10-23,21,852372,108.49,1026,8,2011,October,0,0
2014-04-13,46,630280,99.93,990,8,2014,April,0,0
2014-12-28,31,778718,118.49,990,8,2014,December,1,0
2015-11-15,25,852711,90.37,1586,8,2015,November,0,0
2016-11-20,26,309281.1,68.03,730,8,2016,November,1,0
2019-04-21,47,3299435,306.95,1321,8,2019,April,0,0
2014-09-28,18,1386090,107.26,1809,8,2014,September,0,0
2015-06-14,3,639481,78.37,1409,8,2015,June,0,1
2015-11-22,26,549727,87.31,1018,8,2015,November,1,0
2015-04-19,47,311933,77.52,1001,8,2015,April,0,0
2010-01-17,34,482893,73.75,1078,8,2010,January,0,0
2012-11-11,24,476867,84.06,1080,8,2012,November,0,0
2017-06-18,4,1077446.05,104.87,1424,8,2017,June,1,1
2014-08-10,11,1196626,104.09,1432,8,2014,August,0,0
2015-05-24,52,1012506,100.68,1424,8,2015,May,0,0
2019-04-28,48,1676709.5,121.9,1727,8,2019,April,0,0
2017-08-06,11,817711,89.08,1375,8,2017,August,0,0
2012-12-09,28,451614,68.5,1334,8,2012,December,0,0
2014-10-05,19,332574,85.98,583,8,2014,October,0,0
2013-09-15,16,220070,54.22,928,8,2013,September,0,0
2015-05-10,50,929720,101.9,1424,8,2015,May,0,0
2011-01-09,33,827364,81.84,1470,8,2011,January,0,0
2019-04-28,48,493352.5,80.09,787,8,2019,April,0,0
2010-10-03,19,186718,40.62,650,6,2010,October,0,0
2014-04-27,48,682229,96.59,990,8,2014,April,0,0
2017-03-05,41,769249.75,71.53,1896,8,2017,March,0,0
2013-09-22,17,1584027,137.98,1424,8,2013,September,0,0
2015-04-19,47,1049280,89.07,1504,7,2015,April,0,0
2016-06-26,5,746218,86.41,1679,8,2016,June,1,1
2016-04-10,46,610077,78.32,1504,8,2016,April,0,0
2015-02-08,37,530585,103.39,650,8,2015,February,0,0
2011-08-14,11,338814,54.76,1141,8,2011,August,0,0
2016-01-03,32,1801327,118.91,1383,13,2016,January,1,0
2013-03-17,42,749447,80.24,1479,8,2013,March,0,0
2015-06-28,5,515472,93.72,1383,8,2015,June,1,1
2012-11-04,23,539986,90.34,1195,6,2012,November,0,0
2012-08-26,13,595470,80.18,1080,8,2012,August,0,0
2016-01-31,36,684547.35,73.87,1432,8,2016,January,0,0
2015-06-14,3,980877,84.14,1605,8,2015,June,0,1
2011-01-16,34,619525,66.46,1709,8,2011,January,0,0
2015-03-01,40,660205,103.19,1018,8,2015,March,0,0
2015-07-12,7,1247155,148.9,1047,8,2015,July,0,0
2019-09-22,17,714663.05,84.92,1225,8,2019,September,0,0
2014-07-13,7,977007,84.96,1605,8,2014,July,0,0
2017-01-22,35,1251177.5,91.55,1727,8,2017,January,0,0
2019-03-17,42,733521,101.12,1168,8,2019,March,0,0
2013-05-26,52,941265,90.47,1498,8,2013,May,0,0
2016-06-19,4,481727.7,84.03,802,8,2016,June,1,1
2015-03-15,42,765691,101.56,1018,8,2015,March,0,0
2013-04-07,45,1027152,91.5,1498,8,2013,April,0,0
2016-10-16,21,792403.5,94.31,1228,8,2016,October,0,0
2019-05-19,51,2108608,156.31,1696,8,2019,May,0,0
2014-06-29,5,711332,86.28,1516,8,2014,June,1,1
2014-06-22,4,552275,80.68,1080,8,2014,June,1,1
2014-03-23,43,881336,101.94,1422,8,2014,March,0,0
2014-07-06,6,1498146,108.68,1723,8,2014,July,0,0
2013-07-07,6,1684525,192.47,1066,8,2013,July,0,0
2018-11-18,25,1018560.75,91.24,1738,8,2018,November,0,0
2014-11-09,24,479182,80.86,1080,8,2014,November,0,0
2011-11-27,26,404876,94.24,735,8,2011,November,1,0
2017-01-15,34,1668863,124.5,1807,8,2017,January,0,0
2013-04-28,48,835941,110.12,1059,8,2013,April,0,0
2012-05-27,52,1609478,183.9,1066,8,2012,May,0,0
2012-11-04,23,373615,77.24,951,5,2012,November,0,0
2016-07-03,6,764798.11,95.49,1051,8,2016,July,0,0
2010-06-20,4,835071,82.1,1470,8,2010,June,1,1
2018-12-02,27,2024212.5,156,1622,8,2018,December,1,0
2012-11-18,25,147572,23.77,1364,5,2012,November,0,0
2015-11-01,23,143007,49.01,583,8,2015,November,0,0
2013-02-10,37,684437,71.78,1605,8,2013,February,0,0
2016-07-17,8,2282206.5,189.35,1321,9,2016,July,0,0
2010-07-18,8,1035256,109.95,1228,8,2010,July,0,0
2019-12-01,27,1352409.05,169.26,984,8,2019,December,1,0
2011-12-18,29,288218,80.24,735,8,2011,December,0,0
2019-03-31,44,713253.9,110.67,891,8,2019,March,0,0
2010-12-26,31,866804,94.38,1498,7,2010,December,1,0
2014-08-10,11,1602785,116.26,1723,8,2014,August,0,0
2011-04-24,48,900426,72.6,1612,8,2011,April,0,0
2015-10-18,21,534258,81.43,907,8,2015,October,0,0
2014-01-12,33,631440,99.33,1059,8,2014,January,0,0
2017-06-11,3,2096787,154.52,1696,8,2017,June,0,1
2014-05-04,49,605077,83.99,1080,8,2014,May,0,0
2017-09-10,16,913712,88.09,1446,8,2017,September,0,0
2015-04-05,45,2358372,148.73,1926,9,2015,April,0,0
2018-10-28,22,2060777,158.81,1622,8,2018,October,0,0
2010-07-04,6,824412,76.6,1615,8,2010,July,0,0
2015-07-12,7,317244,74.84,772,8,2015,July,0,0
2019-06-02,1,527137.5,107.03,1476,5,2019,June,0,1
2019-05-12,50,983477.3,108.36,1380,8,2019,May,0,0
2011-11-13,24,420283,97.49,583,8,2011,November,0,0
2014-06-22,4,170652,32.84,1111,6,2014,June,1,1
2016-06-05,2,342143.2,77.22,740,8,2016,June,0,1
2013-04-14,46,219352,41.19,1039,8,2013,April,0,0
2014-11-09,24,1638827,187.25,1066,8,2014,November,0,0
2013-03-17,42,650966,78.55,1439,8,2013,March,0,0
2014-11-23,26,617818,77.62,1409,8,2014,November,1,0
2011-09-04,14,337645,50.01,1737,8,2011,September,0,0
2012-01-01,31,1031294,116.54,1026,9,2012,January,1,0
2010-08-01,10,723455,116.87,1444,5,2010,August,0,0
2013-03-10,41,352386,59.79,1004,8,2013,March,0,0
2014-07-27,9,701805,75.64,1516,8,2014,July,0,0
2013-06-30,5,1985154,142.47,1809,8,2013,June,1,1
2012-03-25,43,838227,107.66,1069,8,2012,March,0,0
2015-12-20,30,644517,104.22,1228,8,2015,December,0,0
2015-12-13,29,1639634,152.85,1321,8,2015,December,0,0
2017-11-05,24,2929235,272.39,1321,8,2017,November,0,0
2011-11-13,24,985543,115.58,1069,8,2011,November,0,0
2014-10-19,21,627377,80.56,1311,8,2014,October,0,0
2014-08-24,13,511741,115.65,682,7,2014,August,0,0
2015-06-14,3,1592508,115.52,1723,8,2015,June,0,1
2011-04-10,46,539283,93.97,1356,8,2011,April,0,0
